,potential,value_eur,wage_eur,age,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic
17148,Good,400000.0,3000.0,19,182,78,3,2,52.0,47.0,56.0,59.0,53.0,54.0
16934,Medium,425000.0,2000.0,20,180,70,3,2,73.0,38.0,43.0,44.0,58.0,58.0
13194,Good,1200000.0,4000.0,21,180,80,3,2,78.0,63.0,50.0,58.0,18.0,67.0
2791,Great,6000000.0,28000.0,24,171,67,3,3,90.0,54.0,68.0,70.0,67.0,71.0
810,Great,13500000.0,35000.0,25,190,88,3,2,58.0,29.0,63.0,58.0,77.0,84.0
7739,Medium,1100000.0,4000.0,27,177,73,2,2,64.0,33.0,60.0,65.0,66.0,66.0
8427,Great,2500000.0,12000.0,20,183,78,3,2,58.0,67.0,49.0,61.0,34.0,64.0
19200,Low,110000.0,500.0,19,162,52,3,2,61.0,26.0,35.0,46.0,44.0,43.0
10233,Low,700000.0,6000.0,27,182,69,3,3,74.0,35.0,57.0,61.0,63.0,61.0
17180,Low,140000.0,500.0,30,163,66,2,2,70.0,33.0,50.0,54.0,51.0,59.0
772,Great,15000000.0,55000.0,26,178,65,4,3,72.0,59.0,75.0,73.0,76.0,74.0
17394,Medium,400000.0,900.0,19,180,72,3,2,64.0,55.0,45.0,58.0,20.0,53.0
308,Great,21000000.0,19000.0,31,177,72,4,3,75.0,77.0,81.0,82.0,64.0,66.0
1809,Great,8500000.0,11000.0,24,183,78,4,4,76.0,66.0,70.0,77.0,64.0,69.0
12735,Good,1100000.0,13000.0,22,186,81,3,3,65.0,63.0,49.0,59.0,24.0,62.0
18674,Low,180000.0,3000.0,20,167,62,3,3,74.0,44.0,47.0,56.0,49.0,45.0
14913,Great,850000.0,3000.0,19,167,62,2,2,71.0,67.0,57.0,63.0,27.0,49.0
8722,Low,230000.0,2000.0,35,187,86,3,2,34.0,46.0,52.0,50.0,62.0,75.0
7386,Good,2400000.0,6000.0,23,174,67,4,4,75.0,65.0,66.0,73.0,49.0,66.0
11297,Low,575000.0,2000.0,30,176,67,4,2,84.0,56.0,53.0,67.0,31.0,57.0
10176,Low,500000.0,3000.0,31,187,80,3,2,55.0,48.0,53.0,52.0,65.0,73.0
16230,Medium,475000.0,1000.0,21,180,70,3,2,67.0,51.0,56.0,57.0,51.0,63.0
2522,Good,2000000.0,6000.0,32,187,82,3,3,52.0,67.0,67.0,67.0,74.0,71.0
12183,Low,575000.0,2000.0,28,185,77,4,2,63.0,52.0,66.0,65.0,59.0,57.0
6897,Good,1600000.0,6000.0,24,181,74,2,3,64.0,54.0,67.0,68.0,65.0,60.0
11612,Medium,725000.0,2000.0,26,170,68,3,3,69.0,45.0,62.0,67.0,58.0,66.0
1694,Good,3800000.0,21000.0,31,184,78,3,2,64.0,29.0,61.0,68.0,77.0,73.0
18325,Medium,275000.0,500.0,19,170,68,2,2,67.0,26.0,42.0,49.0,48.0,50.0
5899,Medium,1500000.0,3000.0,26,177,76,2,4,84.0,60.0,61.0,70.0,46.0,70.0
13280,Good,1100000.0,2000.0,21,179,70,3,2,69.0,57.0,59.0,64.0,34.0,59.0
6006,Good,2100000.0,4000.0,25,183,73,3,2,65.0,70.0,50.0,67.0,22.0,62.0
1475,Good,2600000.0,47000.0,34,185,85,3,4,77.0,79.0,71.0,77.0,39.0,75.0
18986,Low,90000.0,500.0,23,186,78,2,4,62.0,42.0,48.0,54.0,25.0,46.0
9044,Low,875000.0,2000.0,27,183,71,3,2,76.0,54.0,60.0,66.0,63.0,70.0
12344,Low,425000.0,2000.0,30,177,71,3,2,77.0,31.0,50.0,55.0,58.0,72.0
15721,Great,625000.0,3000.0,18,187,84,3,2,61.0,60.0,47.0,56.0,24.0,54.0
1028,Great,13000000.0,62000.0,25,189,75,3,2,57.0,34.0,60.0,65.0,79.0,75.0
3990,Medium,1900000.0,13000.0,28,178,67,4,3,66.0,65.0,73.0,73.0,59.0,54.0
16247,Good,575000.0,800.0,19,178,71,3,3,70.0,56.0,50.0,66.0,29.0,58.0
9493,Great,1900000.0,2000.0,21,178,74,3,3,67.0,52.0,67.0,68.0,55.0,63.0
16304,Low,475000.0,700.0,23,183,76,2,2,65.0,34.0,51.0,53.0,57.0,65.0
5889,Medium,1100000.0,600.0,32,179,60,4,3,86.0,68.0,52.0,65.0,24.0,70.0
15649,Good,550000.0,5000.0,20,194,84,3,2,55.0,33.0,48.0,51.0,60.0,65.0
14544,Low,475000.0,3000.0,23,179,76,2,2,81.0,51.0,54.0,59.0,55.0,62.0
5646,Medium,1300000.0,9000.0,30,181,78,5,4,79.0,66.0,63.0,70.0,23.0,67.0
1914,Great,11500000.0,44000.0,20,178,70,3,2,62.0,46.0,67.0,67.0,71.0,70.0
14265,Medium,750000.0,500.0,24,180,72,2,2,68.0,26.0,51.0,58.0,57.0,63.0
14093,Good,975000.0,2000.0,21,173,73,3,2,63.0,54.0,61.0,65.0,48.0,56.0
12756,Medium,900000.0,12000.0,24,187,80,3,2,54.0,33.0,44.0,46.0,63.0,71.0
16336,Medium,500000.0,500.0,17,181,73,3,2,72.0,27.0,45.0,54.0,55.0,60.0
6581,Medium,1200000.0,4000.0,30,178,72,3,3,79.0,64.0,61.0,69.0,42.0,67.0
7872,Low,1000000.0,10000.0,28,188,84,3,3,47.0,67.0,56.0,65.0,33.0,72.0
14070,Great,875000.0,500.0,19,183,73,3,2,56.0,28.0,52.0,56.0,63.0,67.0
2552,Good,2000000.0,20000.0,32,190,83,3,2,62.0,53.0,51.0,50.0,73.0,81.0
17977,Low,100000.0,3000.0,32,178,76,2,2,67.0,55.0,51.0,55.0,26.0,68.0
5662,Medium,975000.0,8000.0,32,175,67,2,3,66.0,58.0,67.0,67.0,67.0,63.0
12660,Low,625000.0,2000.0,25,177,72,2,3,73.0,42.0,62.0,73.0,61.0,58.0
6640,Medium,825000.0,2000.0,32,172,63,4,3,86.0,58.0,61.0,67.0,61.0,55.0
9548,Low,900000.0,2000.0,27,187,82,3,2,75.0,50.0,58.0,57.0,59.0,69.0
19222,Low,110000.0,2000.0,20,177,64,3,2,61.0,23.0,27.0,33.0,52.0,46.0
18489,Medium,230000.0,2000.0,20,189,84,3,2,52.0,23.0,42.0,43.0,53.0,70.0
14824,Great,825000.0,2000.0,20,175,68,2,2,75.0,47.0,52.0,62.0,56.0,57.0
2520,Good,2500000.0,13000.0,30,180,77,4,3,65.0,68.0,73.0,76.0,69.0,67.0
14217,Medium,875000.0,500.0,20,180,77,3,3,68.0,62.0,60.0,62.0,29.0,53.0
7564,Low,825000.0,6000.0,32,182,72,3,3,65.0,66.0,65.0,67.0,54.0,64.0
8375,Medium,1200000.0,4000.0,26,186,75,3,3,61.0,62.0,66.0,66.0,24.0,46.0
5131,Great,3200000.0,7000.0,22,175,74,3,2,75.0,64.0,66.0,70.0,69.0,77.0
7249,Great,2600000.0,4000.0,20,178,65,3,2,70.0,56.0,67.0,69.0,65.0,70.0
7868,Low,825000.0,2000.0,30,190,84,1,2,59.0,36.0,47.0,51.0,68.0,68.0
36,Great,67500000.0,125000.0,31,185,85,4,3,86.0,87.0,67.0,81.0,39.0,77.0
15112,Good,700000.0,500.0,17,177,70,3,2,54.0,40.0,54.0,53.0,61.0,60.0
17168,Medium,400000.0,1000.0,21,177,66,3,2,72.0,56.0,45.0,59.0,19.0,50.0
9824,Low,200000.0,2000.0,35,181,80,3,3,33.0,60.0,64.0,61.0,65.0,65.0
469,Great,21500000.0,34000.0,28,187,86,3,3,65.0,80.0,64.0,74.0,35.0,80.0
1500,Good,3900000.0,26000.0,31,186,79,4,3,51.0,57.0,71.0,70.0,74.0,75.0
5330,Great,3000000.0,4000.0,23,170,68,3,2,69.0,54.0,62.0,68.0,65.0,71.0
13585,Low,325000.0,900.0,30,190,85,3,2,62.0,32.0,36.0,35.0,62.0,70.0
17549,Good,375000.0,6000.0,20,182,73,3,3,76.0,49.0,52.0,55.0,32.0,41.0
402,Great,5500000.0,27000.0,35,187,78,3,2,57.0,48.0,63.0,61.0,80.0,78.0
2347,Great,9500000.0,21000.0,22,187,73,3,3,82.0,69.0,60.0,77.0,31.0,61.0
8573,Great,2300000.0,8000.0,22,169,60,2,4,79.0,61.0,63.0,73.0,24.0,40.0
2948,Great,4400000.0,15000.0,23,185,76,3,3,73.0,74.0,67.0,72.0,26.0,63.0
7924,Medium,1100000.0,3000.0,26,178,77,2,3,61.0,42.0,64.0,66.0,66.0,66.0
1733,Good,4800000.0,45000.0,31,177,74,3,4,88.0,74.0,66.0,73.0,46.0,75.0
1243,Great,8500000.0,14000.0,27,187,80,3,3,66.0,59.0,73.0,77.0,71.0,79.0
323,Great,30000000.0,75000.0,26,190,95,3,2,65.0,51.0,63.0,57.0,81.0,85.0
18555,Good,300000.0,500.0,17,177,73,3,2,72.0,53.0,40.0,54.0,20.0,54.0
16355,Good,575000.0,500.0,19,170,60,3,4,64.0,57.0,55.0,61.0,40.0,49.0
11721,Good,1300000.0,2000.0,21,176,75,3,3,72.0,60.0,61.0,63.0,41.0,56.0
17296,Low,350000.0,2000.0,20,175,67,3,2,64.0,52.0,52.0,64.0,33.0,40.0
3626,Good,2200000.0,12000.0,29,183,78,3,2,60.0,43.0,54.0,51.0,72.0,76.0
4828,Medium,1400000.0,12000.0,28,180,70,3,2,62.0,49.0,56.0,62.0,71.0,75.0
2844,Great,6000000.0,22000.0,22,185,77,3,3,77.0,66.0,74.0,76.0,62.0,68.0
7498,Low,650000.0,4000.0,33,172,80,3,3,67.0,66.0,61.0,66.0,37.0,67.0
5773,Medium,1500000.0,1000.0,27,175,75,3,2,76.0,40.0,59.0,58.0,62.0,74.0
17,Great,101000000.0,270000.0,29,175,71,3,4,90.0,87.0,81.0,90.0,45.0,75.0
8146,Good,1600000.0,6000.0,22,193,79,3,2,61.0,68.0,65.0,66.0,55.0,68.0
11766,Great,1400000.0,1000.0,19,179,69,4,3,66.0,64.0,56.0,70.0,24.0,55.0
1101,Great,12500000.0,22000.0,26,168,68,4,3,74.0,68.0,75.0,77.0,73.0,71.0
9169,Low,1000000.0,700.0,25,173,68,2,3,78.0,64.0,56.0,67.0,26.0,67.0
15261,Low,220000.0,600.0,29,171,64,3,2,77.0,52.0,56.0,59.0,51.0,53.0
8512,Good,2200000.0,4000.0,20,186,78,4,2,81.0,66.0,59.0,68.0,40.0,74.0
4002,Medium,1800000.0,8000.0,27,181,81,3,2,54.0,63.0,77.0,64.0,68.0,70.0
6524,Medium,1000000.0,6000.0,30,177,80,2,2,69.0,38.0,54.0,62.0,66.0,79.0
1148,Great,3500000.0,44000.0,34,179,76,3,3,40.0,67.0,81.0,75.0,62.0,55.0
6624,Medium,1200000.0,4000.0,30,181,76,3,3,72.0,69.0,66.0,61.0,47.0,80.0
10221,Low,160000.0,900.0,37,183,77,3,2,81.0,37.0,60.0,61.0,60.0,71.0
7904,Medium,1200000.0,6000.0,26,170,64,3,4,73.0,62.0,62.0,72.0,45.0,59.0
18657,Medium,240000.0,500.0,19,168,65,4,2,73.0,41.0,52.0,55.0,36.0,52.0
16783,Good,525000.0,6000.0,19,186,71,2,2,58.0,59.0,49.0,56.0,22.0,50.0
10781,Low,525000.0,3000.0,31,179,74,2,2,74.0,53.0,59.0,53.0,61.0,69.0
7987,Medium,1500000.0,5000.0,24,185,76,3,3,87.0,52.0,62.0,68.0,57.0,65.0
18382,Medium,250000.0,4000.0,20,177,72,2,2,66.0,43.0,53.0,56.0,42.0,55.0
376,Great,35000000.0,95000.0,23,180,66,4,3,86.0,77.0,76.0,81.0,45.0,63.0
10872,Low,350000.0,500.0,34,180,88,2,2,62.0,67.0,45.0,60.0,20.0,61.0
6519,Medium,1000000.0,8000.0,30,176,63,3,3,79.0,50.0,61.0,67.0,60.0,65.0
7568,Low,850000.0,3000.0,31,178,72,4,3,68.0,65.0,64.0,69.0,49.0,59.0
1908,Great,11500000.0,42000.0,22,174,72,3,3,70.0,76.0,77.0,74.0,56.0,62.0
17242,Medium,400000.0,1000.0,19,183,65,2,2,80.0,52.0,45.0,61.0,23.0,42.0
3408,Good,2000000.0,10000.0,30,183,80,3,3,70.0,51.0,65.0,69.0,68.0,74.0
8432,Good,1900000.0,500.0,23,179,72,2,2,77.0,37.0,57.0,60.0,63.0,65.0
19188,Low,70000.0,1000.0,24,175,66,2,2,61.0,34.0,48.0,48.0,47.0,42.0
13074,Medium,700000.0,1000.0,24,194,85,3,2,65.0,48.0,53.0,56.0,60.0,73.0
5119,Medium,1600000.0,8000.0,29,175,67,4,4,81.0,68.0,69.0,70.0,52.0,65.0
18460,Low,210000.0,3000.0,23,167,59,2,2,69.0,52.0,48.0,55.0,16.0,41.0
3266,Good,2200000.0,25000.0,30,180,72,3,3,63.0,68.0,74.0,74.0,66.0,65.0
16787,Good,525000.0,850.0,19,192,80,3,3,69.0,52.0,55.0,61.0,56.0,66.0
12504,Medium,650000.0,3000.0,25,180,75,3,2,72.0,55.0,58.0,60.0,59.0,69.0
12983,Medium,625000.0,2000.0,25,193,80,3,2,46.0,25.0,35.0,41.0,64.0,71.0
8003,Medium,1200000.0,2000.0,25,176,74,2,3,75.0,38.0,60.0,67.0,63.0,64.0
4025,Medium,1700000.0,25000.0,28,185,73,4,3,75.0,69.0,68.0,72.0,63.0,70.0
3972,Medium,775000.0,8000.0,35,177,74,4,3,70.0,68.0,72.0,72.0,57.0,72.0
12119,Medium,850000.0,500.0,24,183,82,2,2,62.0,64.0,44.0,59.0,27.0,58.0
6711,Medium,1400000.0,15000.0,27,175,68,3,3,87.0,64.0,55.0,73.0,36.0,65.0
8913,Medium,1100000.0,3000.0,26,183,73,3,3,76.0,60.0,61.0,67.0,62.0,78.0
6941,Great,2500000.0,5000.0,23,190,79,3,2,67.0,31.0,47.0,48.0,67.0,78.0
6838,Medium,975000.0,5000.0,32,173,68,3,3,81.0,67.0,63.0,69.0,28.0,51.0
1864,Great,11500000.0,11000.0,22,172,60,4,4,89.0,64.0,69.0,81.0,52.0,64.0
17342,Good,425000.0,750.0,19,180,76,3,3,71.0,53.0,56.0,60.0,46.0,56.0
17204,Low,350000.0,500.0,22,176,74,2,2,68.0,45.0,53.0,56.0,55.0,62.0
3316,Good,2800000.0,27000.0,26,179,74,4,3,78.0,67.0,68.0,74.0,61.0,63.0
7713,Low,900000.0,3000.0,29,181,77,3,2,78.0,40.0,58.0,60.0,61.0,68.0
6998,Good,1800000.0,2000.0,24,178,76,3,2,80.0,67.0,58.0,65.0,33.0,72.0
18745,Low,190000.0,850.0,19,165,62,3,2,68.0,40.0,45.0,59.0,30.0,39.0
10304,Good,1400000.0,1000.0,24,182,76,2,2,72.0,49.0,55.0,60.0,61.0,66.0
621,Great,21500000.0,64000.0,25,186,81,3,3,69.0,53.0,72.0,71.0,78.0,76.0
16817,Low,375000.0,650.0,22,190,87,2,2,61.0,32.0,46.0,51.0,55.0,71.0
5293,Great,3500000.0,13000.0,23,178,70,4,4,75.0,62.0,68.0,72.0,43.0,54.0
18713,Medium,210000.0,5000.0,20,175,58,3,2,64.0,52.0,37.0,51.0,20.0,53.0
17210,Good,400000.0,500.0,18,187,70,2,2,65.0,35.0,53.0,53.0,55.0,56.0
3052,Great,6500000.0,11000.0,22,175,74,3,2,83.0,51.0,65.0,73.0,68.0,69.0
2073,Good,2700000.0,12000.0,32,194,93,3,2,55.0,34.0,51.0,35.0,74.0,82.0
14738,Medium,725000.0,1000.0,21,183,75,3,3,73.0,52.0,54.0,65.0,30.0,59.0
4234,Medium,2000000.0,8000.0,27,165,64,3,3,87.0,66.0,65.0,74.0,30.0,42.0
14340,Low,575000.0,950.0,24,187,78,3,2,81.0,59.0,50.0,59.0,18.0,70.0
4448,Medium,700000.0,9000.0,34,181,72,3,2,70.0,53.0,60.0,64.0,69.0,75.0
1288,Great,8500000.0,26000.0,27,191,85,2,2,61.0,37.0,64.0,62.0,76.0,80.0
18861,Medium,200000.0,500.0,17,178,74,3,2,68.0,45.0,52.0,56.0,45.0,48.0
8474,Great,2100000.0,4000.0,22,184,78,3,2,60.0,39.0,48.0,51.0,67.0,73.0
4071,Good,2200000.0,6000.0,26,184,75,3,4,63.0,69.0,73.0,72.0,57.0,65.0
6477,Medium,775000.0,2000.0,33,188,90,4,3,50.0,67.0,57.0,63.0,36.0,83.0
8186,Great,2300000.0,4000.0,21,182,75,3,2,59.0,58.0,66.0,65.0,65.0,69.0
5870,Medium,1300000.0,22000.0,28,186,84,3,3,61.0,69.0,66.0,66.0,65.0,81.0
15491,Medium,550000.0,1000.0,21,178,68,3,2,72.0,56.0,54.0,62.0,24.0,53.0
6060,Good,1800000.0,10000.0,25,168,66,3,3,91.0,64.0,59.0,74.0,35.0,53.0
16930,Medium,475000.0,850.0,19,183,70,4,2,72.0,32.0,38.0,58.0,56.0,54.0
18746,Medium,190000.0,500.0,18,183,70,2,2,62.0,27.0,39.0,43.0,53.0,56.0
15558,Medium,550000.0,2000.0,21,187,70,3,2,69.0,54.0,59.0,61.0,57.0,63.0
16349,Good,500000.0,1000.0,19,178,70,2,2,58.0,38.0,55.0,54.0,57.0,57.0
13006,Medium,750000.0,1000.0,22,177,70,3,3,83.0,61.0,55.0,67.0,28.0,60.0
10987,Medium,1000000.0,3000.0,23,184,70,2,2,61.0,34.0,44.0,47.0,66.0,64.0
10907,Medium,1100000.0,7000.0,23,187,90,3,2,66.0,64.0,59.0,63.0,19.0,59.0
5042,Good,2200000.0,4000.0,25,176,73,2,2,73.0,42.0,63.0,64.0,67.0,73.0
11575,Low,700000.0,2000.0,25,175,66,2,3,77.0,54.0,59.0,67.0,58.0,70.0
10267,Low,575000.0,850.0,30,199,99,2,2,35.0,31.0,39.0,41.0,65.0,79.0
12781,Medium,700000.0,2000.0,24,175,73,3,2,66.0,35.0,51.0,58.0,60.0,58.0
16727,Good,475000.0,800.0,19,183,75,3,2,75.0,51.0,56.0,58.0,24.0,52.0
6723,Medium,1200000.0,7000.0,29,190,85,4,3,70.0,65.0,61.0,67.0,37.0,72.0
13727,Good,925000.0,1000.0,22,188,72,4,2,54.0,31.0,38.0,39.0,62.0,69.0
1505,Good,1900000.0,1000.0,38,193,87,3,3,50.0,80.0,63.0,64.0,28.0,68.0
4305,Medium,2200000.0,8000.0,21,175,70,3,4,81.0,60.0,67.0,76.0,32.0,51.0
17949,Medium,325000.0,500.0,17,188,76,2,2,62.0,53.0,33.0,50.0,28.0,57.0
13163,Medium,725000.0,2000.0,20,176,69,3,2,64.0,55.0,60.0,67.0,41.0,51.0
5367,Great,2600000.0,4000.0,22,178,75,4,3,72.0,53.0,61.0,73.0,65.0,69.0
4382,Great,2700000.0,6000.0,23,179,74,3,2,69.0,51.0,60.0,64.0,70.0,74.0
13366,Low,625000.0,700.0,25,173,73,4,2,83.0,60.0,55.0,64.0,36.0,58.0
16344,Great,575000.0,500.0,18,168,72,5,3,75.0,53.0,53.0,67.0,35.0,51.0
5286,Great,2500000.0,6000.0,24,181,66,5,3,79.0,72.0,61.0,74.0,30.0,63.0
2210,Good,5000000.0,26000.0,26,176,72,3,3,72.0,77.0,75.0,74.0,45.0,66.0
18573,Good,240000.0,500.0,17,187,63,2,2,80.0,53.0,38.0,48.0,18.0,50.0
612,Great,21000000.0,31000.0,26,186,82,4,3,73.0,59.0,72.0,75.0,77.0,80.0
4152,Good,2000000.0,5000.0,27,190,80,2,2,57.0,29.0,44.0,54.0,71.0,73.0
15141,Great,775000.0,2000.0,18,190,90,2,2,62.0,29.0,38.0,44.0,62.0,67.0
9252,Medium,925000.0,500.0,27,186,76,3,2,39.0,49.0,57.0,59.0,63.0,74.0
10738,Low,850000.0,3000.0,25,180,77,2,3,78.0,62.0,61.0,64.0,54.0,64.0
8070,Good,1600000.0,5000.0,24,190,79,3,3,63.0,66.0,56.0,67.0,21.0,71.0
17730,Medium,350000.0,500.0,19,175,67,3,2,68.0,53.0,50.0,61.0,22.0,43.0
5324,Good,2200000.0,14000.0,25,180,79,3,3,76.0,71.0,61.0,71.0,34.0,73.0
12863,Good,1100000.0,3000.0,21,181,75,3,2,46.0,32.0,41.0,49.0,67.0,59.0
3254,Good,2300000.0,12000.0,30,180,78,3,3,77.0,69.0,67.0,71.0,42.0,73.0
14747,Great,825000.0,1000.0,18,188,73,3,3,72.0,60.0,47.0,59.0,23.0,55.0
15990,Low,220000.0,3000.0,30,177,73,4,3,80.0,54.0,54.0,59.0,42.0,60.0
4959,Good,1900000.0,12000.0,25,166,67,3,3,84.0,60.0,63.0,70.0,64.0,63.0
9242,Low,400000.0,2000.0,34,175,70,3,3,74.0,50.0,62.0,66.0,50.0,71.0
17150,Low,350000.0,700.0,21,189,77,4,2,61.0,30.0,37.0,41.0,56.0,67.0
4506,Great,3900000.0,9000.0,23,191,81,2,2,72.0,35.0,51.0,46.0,70.0,78.0
8515,Great,2500000.0,5000.0,21,174,65,3,3,69.0,59.0,66.0,68.0,56.0,53.0
10231,Low,500000.0,6000.0,31,183,82,3,3,56.0,50.0,50.0,59.0,67.0,78.0
16010,Low,200000.0,3000.0,28,173,64,2,2,68.0,35.0,50.0,56.0,55.0,64.0
5984,Medium,1300000.0,4000.0,30,173,64,3,3,86.0,66.0,62.0,71.0,40.0,49.0
9428,Great,1800000.0,4000.0,21,190,76,2,2,63.0,29.0,45.0,44.0,68.0,63.0
8983,Low,575000.0,1000.0,32,175,70,3,2,62.0,53.0,58.0,61.0,66.0,73.0
5086,Medium,1600000.0,20000.0,29,170,70,3,2,77.0,64.0,65.0,72.0,34.0,52.0
14503,Low,300000.0,4000.0,28,176,73,3,2,72.0,37.0,53.0,59.0,60.0,63.0
12328,Low,475000.0,700.0,29,177,73,3,3,71.0,57.0,62.0,67.0,56.0,61.0
9750,Low,400000.0,500.0,33,180,75,3,2,60.0,29.0,50.0,35.0,68.0,74.0
7606,Low,850000.0,500.0,31,170,70,3,4,84.0,58.0,59.0,68.0,51.0,54.0
15950,Medium,550000.0,1000.0,20,178,72,3,2,75.0,53.0,59.0,64.0,38.0,45.0
8833,Low,725000.0,2000.0,30,180,75,2,2,68.0,47.0,55.0,64.0,62.0,74.0
4759,Medium,1600000.0,17000.0,29,181,70,3,3,80.0,65.0,69.0,71.0,42.0,66.0
10570,Medium,1000000.0,2000.0,23,175,66,3,4,74.0,56.0,60.0,72.0,36.0,52.0
5243,Great,2500000.0,3000.0,24,177,70,3,3,81.0,66.0,62.0,75.0,25.0,59.0
11306,Low,700000.0,5000.0,26,190,69,3,3,79.0,57.0,62.0,63.0,46.0,62.0
17795,Medium,325000.0,1000.0,18,178,70,2,2,63.0,36.0,47.0,55.0,52.0,56.0
5663,Medium,1100000.0,4000.0,32,180,76,3,3,65.0,72.0,63.0,66.0,26.0,70.0
15206,Low,210000.0,950.0,29,182,84,2,2,54.0,31.0,34.0,38.0,61.0,71.0
11563,Good,1300000.0,1000.0,22,178,73,3,4,80.0,58.0,55.0,66.0,28.0,64.0
16079,Good,550000.0,6000.0,20,183,65,3,2,70.0,61.0,50.0,62.0,20.0,46.0
10864,Low,250000.0,500.0,34,175,76,3,2,69.0,30.0,51.0,59.0,63.0,59.0
2823,Good,3600000.0,9000.0,26,180,75,4,4,75.0,70.0,69.0,75.0,39.0,64.0
16425,Good,525000.0,500.0,18,176,70,3,2,67.0,50.0,52.0,63.0,42.0,53.0
4282,Great,3900000.0,14000.0,22,200,79,3,2,41.0,28.0,48.0,57.0,72.0,75.0
16920,Medium,450000.0,800.0,21,176,67,2,2,59.0,45.0,53.0,56.0,48.0,53.0
17750,Low,300000.0,550.0,18,183,70,3,2,71.0,55.0,44.0,61.0,29.0,45.0
15828,Medium,525000.0,800.0,22,193,87,3,2,59.0,31.0,41.0,39.0,59.0,72.0
13242,Great,1100000.0,4000.0,19,183,74,3,2,79.0,61.0,53.0,64.0,23.0,55.0
16844,Low,425000.0,500.0,22,179,76,3,2,60.0,29.0,38.0,41.0,59.0,62.0
13157,Great,1100000.0,2000.0,19,178,65,3,2,66.0,32.0,52.0,54.0,63.0,61.0
175,Great,48000000.0,71000.0,25,171,66,3,4,82.0,76.0,82.0,86.0,59.0,63.0
5142,Great,2300000.0,5000.0,24,184,76,3,2,66.0,56.0,65.0,67.0,65.0,80.0
4732,Medium,675000.0,2000.0,35,184,77,4,3,67.0,69.0,63.0,68.0,48.0,74.0
8862,Low,850000.0,5000.0,28,183,80,3,3,68.0,60.0,65.0,65.0,64.0,71.0
10497,Medium,1000000.0,1000.0,22,180,74,3,2,69.0,44.0,61.0,64.0,65.0,69.0
7654,Low,1000000.0,5000.0,29,188,78,2,2,69.0,65.0,52.0,62.0,41.0,80.0
2923,Great,6500000.0,650.0,22,166,71,3,3,88.0,58.0,64.0,73.0,66.0,67.0
10718,Good,1500000.0,2000.0,20,180,69,2,2,67.0,61.0,64.0,65.0,62.0,66.0
12759,Medium,900000.0,1000.0,23,191,83,2,2,49.0,26.0,37.0,46.0,65.0,67.0
12034,Good,1300000.0,2000.0,21,191,86,2,2,57.0,66.0,42.0,58.0,29.0,69.0
10418,Low,700000.0,2000.0,27,178,72,3,2,76.0,48.0,56.0,63.0,59.0,69.0
18794,Medium,200000.0,2000.0,18,184,76,3,2,67.0,49.0,32.0,44.0,22.0,55.0
4435,Great,4500000.0,8000.0,20,179,74,4,3,69.0,62.0,72.0,72.0,66.0,73.0
12038,Low,675000.0,1000.0,27,185,77,3,2,60.0,28.0,44.0,47.0,64.0,64.0
1217,Great,5000000.0,16000.0,32,186,80,4,3,50.0,63.0,74.0,72.0,73.0,72.0
11862,Good,1300000.0,500.0,21,173,73,2,2,60.0,32.0,53.0,50.0,61.0,60.0
2254,Good,2200000.0,28000.0,33,174,74,2,2,90.0,40.0,61.0,71.0,69.0,69.0
7470,Great,2900000.0,17000.0,20,185,79,3,3,70.0,68.0,55.0,66.0,33.0,71.0
17383,Low,350000.0,900.0,21,188,79,2,2,62.0,25.0,36.0,38.0,56.0,63.0
6158,Medium,1600000.0,7000.0,26,172,69,3,3,75.0,67.0,63.0,74.0,32.0,53.0
9168,Low,525000.0,4000.0,33,175,71,3,3,61.0,56.0,66.0,67.0,59.0,66.0
18487,Low,170000.0,500.0,25,175,67,3,2,74.0,27.0,36.0,41.0,51.0,65.0
5116,Medium,1600000.0,4000.0,27,187,78,3,2,63.0,36.0,53.0,54.0,71.0,75.0
7542,Low,525000.0,2000.0,33,180,78,4,2,72.0,50.0,61.0,62.0,61.0,75.0
5530,Medium,1200000.0,7000.0,30,178,74,3,3,75.0,54.0,64.0,67.0,61.0,71.0
3329,Good,2500000.0,8000.0,27,173,72,4,3,84.0,71.0,67.0,72.0,37.0,63.0
1845,Good,6000000.0,9000.0,27,175,72,4,3,75.0,63.0,73.0,78.0,64.0,76.0
18511,Medium,240000.0,500.0,19,180,69,2,2,54.0,53.0,39.0,52.0,18.0,52.0
6439,Medium,375000.0,500.0,38,179,76,3,3,44.0,61.0,65.0,66.0,64.0,66.0
18575,Low,190000.0,750.0,21,176,70,3,3,66.0,52.0,44.0,57.0,24.0,54.0
16869,Good,525000.0,1000.0,20,170,65,2,2,62.0,43.0,58.0,57.0,45.0,48.0
7437,Medium,1400000.0,500.0,26,175,62,2,3,73.0,52.0,59.0,72.0,53.0,46.0
9025,Medium,1000000.0,5000.0,25,188,76,3,2,72.0,30.0,52.0,54.0,67.0,66.0
13275,Low,500000.0,3000.0,27,180,74,2,2,66.0,23.0,42.0,58.0,63.0,65.0
13030,Good,1100000.0,2000.0,21,176,74,3,2,64.0,47.0,64.0,62.0,60.0,67.0
13765,Low,425000.0,3000.0,27,170,65,4,3,66.0,52.0,61.0,63.0,42.0,45.0
9014,Low,550000.0,3000.0,33,180,75,4,3,64.0,66.0,66.0,66.0,33.0,64.0
